report_id,recommendation_id,recommendation,extra_recommendation_context,safety_issue,quality,link
2019_005,021/22,The Commission recommended that the Civil Aviation Authority of New Zealand address the growing gap between New Zealandâ€™s minimum performance requirements and technical standards for NVIS and helicopter air ambulance operations and current international best practices.,,"The operator's procedures for single-pilot VFR operations into the Southern Ocean were not complete or adequate at the time of this accident to safely manage the flight.
",exact,None
2019_005,021/22,The Commission recommended that the Civil Aviation Authority of New Zealand address the growing gap between New Zealandâ€™s minimum performance requirements and technical standards for NVIS and helicopter air ambulance operations and current international best practices.,,"There are no formal risk controls in New Zealand for helicopter NVIS or air ambulance operations unlike other jurisdictions that have set minimum standards in response to the high accident rate in this sector.
",exact,Confirmed
2019_005,021/22,The Commission recommended that the Civil Aviation Authority of New Zealand address the growing gap between New Zealandâ€™s minimum performance requirements and technical standards for NVIS and helicopter air ambulance operations and current international best practices.,,"The lack of comprehensive CRM training qualifications for non-pilots acting as crew members, combined with a lack of guidelines on crew members assisting a pilot during NVIS operations, creates an ongoing risk that helicopter NVIS crews will not have effective CRM.
",exact,None
2019_005,021/22,The Commission recommended that the Civil Aviation Authority of New Zealand address the growing gap between New Zealandâ€™s minimum performance requirements and technical standards for NVIS and helicopter air ambulance operations and current international best practices.,,"The helicopter was loaded above its maximum certified weight limit for the rescue flight and would have further exceeded it on the return flight.
",exact,None
2019_005,021/22,The Commission recommended that the Civil Aviation Authority of New Zealand address the growing gap between New Zealandâ€™s minimum performance requirements and technical standards for NVIS and helicopter air ambulance operations and current international best practices.,,"For a life-raft to be an effective device for increasing the chance of survival in the event of a ditching, it must also be easily extracted from the aircraft so it may be deployed when needed in an emergency.
",exact,None
2019_005,022/22,Crew resource management competency is not yet an effective safety measure for helicopters operating under CAR Part 135. On 22 February 2023 the Commission recommended that the Civil Aviation Authority of New Zealand address this safety issue.,,"The operator's procedures for single-pilot VFR operations into the Southern Ocean were not complete or adequate at the time of this accident to safely manage the flight.
",exact,None
2019_005,022/22,Crew resource management competency is not yet an effective safety measure for helicopters operating under CAR Part 135. On 22 February 2023 the Commission recommended that the Civil Aviation Authority of New Zealand address this safety issue.,,"There are no formal risk controls in New Zealand for helicopter NVIS or air ambulance operations unlike other jurisdictions that have set minimum standards in response to the high accident rate in this sector.
",exact,None
2019_005,022/22,Crew resource management competency is not yet an effective safety measure for helicopters operating under CAR Part 135. On 22 February 2023 the Commission recommended that the Civil Aviation Authority of New Zealand address this safety issue.,,"The lack of comprehensive CRM training qualifications for non-pilots acting as crew members, combined with a lack of guidelines on crew members assisting a pilot during NVIS operations, creates an ongoing risk that helicopter NVIS crews will not have effective CRM.
",exact,Confirmed
2019_005,022/22,Crew resource management competency is not yet an effective safety measure for helicopters operating under CAR Part 135. On 22 February 2023 the Commission recommended that the Civil Aviation Authority of New Zealand address this safety issue.,,"The helicopter was loaded above its maximum certified weight limit for the rescue flight and would have further exceeded it on the return flight.
",exact,None
2019_005,022/22,Crew resource management competency is not yet an effective safety measure for helicopters operating under CAR Part 135. On 22 February 2023 the Commission recommended that the Civil Aviation Authority of New Zealand address this safety issue.,,"For a life-raft to be an effective device for increasing the chance of survival in the event of a ditching, it must also be easily extracted from the aircraft so it may be deployed when needed in an emergency.
",exact,None
