report_id,recommendation_id,recommendation,extra_recommendation_context,safety_issue,quality,link
2011_003,003/14,On 26 February 2014 the Commission recommended that the Director of Civil Aviation conduct a review of Robinson safety awareness training in New Zealand and facilitate development and adoption of best practice across the sector including a level of consistency in the way instructors deliver the safety awareness training.,,"The New Zealand regulatory system has not provided sufficient mandatory requirements and guidance for instructors, pilots and operators of the Robinson type R22 and R44 helicopters to minimise the known risk of exceeding the helicopters' capabilities.
",exact,Confirmed
2011_003,003/14,On 26 February 2014 the Commission recommended that the Director of Civil Aviation conduct a review of Robinson safety awareness training in New Zealand and facilitate development and adoption of best practice across the sector including a level of consistency in the way instructors deliver the safety awareness training.,,"The format of the Robinson R22 helicopter flight manual and the terminology it uses do not draw appropriate attention to safety-critical instructions and conditions that could result in serious injury or death.
",exact,Possible
2011_003,003/14,On 26 February 2014 the Commission recommended that the Director of Civil Aviation conduct a review of Robinson safety awareness training in New Zealand and facilitate development and adoption of best practice across the sector including a level of consistency in the way instructors deliver the safety awareness training.,,"The rate of R22 in-flight break-up accidents in New Zealand has not been reduced by the New Zealand version of the FAA hazard mitigation measures intended to prevent such accidents.
",exact,Possible
2011_003,003/14,On 26 February 2014 the Commission recommended that the Director of Civil Aviation conduct a review of Robinson safety awareness training in New Zealand and facilitate development and adoption of best practice across the sector including a level of consistency in the way instructors deliver the safety awareness training.,,"The crashworthiness of the ELT, which was designed to alert and guide emergency services to a crash site, was inadequate.
",exact,None
2011_003,004/14,On 26 February 2014 the Commission recommended that the Director of Civil Aviation review FAA SFAR 73 in the context of the New Zealand aviation system and adopt relevant improvements that would likely enhance operational safety of Robinson aircraft in New Zealand.,,"The New Zealand regulatory system has not provided sufficient mandatory requirements and guidance for instructors, pilots and operators of the Robinson type R22 and R44 helicopters to minimise the known risk of exceeding the helicopters' capabilities.
",exact,Confirmed
2011_003,004/14,On 26 February 2014 the Commission recommended that the Director of Civil Aviation review FAA SFAR 73 in the context of the New Zealand aviation system and adopt relevant improvements that would likely enhance operational safety of Robinson aircraft in New Zealand.,,"The format of the Robinson R22 helicopter flight manual and the terminology it uses do not draw appropriate attention to safety-critical instructions and conditions that could result in serious injury or death.
",exact,Possible
2011_003,004/14,On 26 February 2014 the Commission recommended that the Director of Civil Aviation review FAA SFAR 73 in the context of the New Zealand aviation system and adopt relevant improvements that would likely enhance operational safety of Robinson aircraft in New Zealand.,,"The rate of R22 in-flight break-up accidents in New Zealand has not been reduced by the New Zealand version of the FAA hazard mitigation measures intended to prevent such accidents.
",exact,Confirmed
2011_003,004/14,On 26 February 2014 the Commission recommended that the Director of Civil Aviation review FAA SFAR 73 in the context of the New Zealand aviation system and adopt relevant improvements that would likely enhance operational safety of Robinson aircraft in New Zealand.,,"The crashworthiness of the ELT, which was designed to alert and guide emergency services to a crash site, was inadequate.
",exact,None
2011_003,005/14,"On 26 February 2014 the Commission recommended that the Director of Civil Aviation encourage the use of flight tracking devices, especially for use in aircraft operating in remote areas around New Zealand.",,"The New Zealand regulatory system has not provided sufficient mandatory requirements and guidance for instructors, pilots and operators of the Robinson type R22 and R44 helicopters to minimise the known risk of exceeding the helicopters' capabilities.
",exact,None
2011_003,005/14,"On 26 February 2014 the Commission recommended that the Director of Civil Aviation encourage the use of flight tracking devices, especially for use in aircraft operating in remote areas around New Zealand.",,"The format of the Robinson R22 helicopter flight manual and the terminology it uses do not draw appropriate attention to safety-critical instructions and conditions that could result in serious injury or death.
",exact,None
2011_003,005/14,"On 26 February 2014 the Commission recommended that the Director of Civil Aviation encourage the use of flight tracking devices, especially for use in aircraft operating in remote areas around New Zealand.",,"The rate of R22 in-flight break-up accidents in New Zealand has not been reduced by the New Zealand version of the FAA hazard mitigation measures intended to prevent such accidents.
",exact,None
2011_003,005/14,"On 26 February 2014 the Commission recommended that the Director of Civil Aviation encourage the use of flight tracking devices, especially for use in aircraft operating in remote areas around New Zealand.",,"The crashworthiness of the ELT, which was designed to alert and guide emergency services to a crash site, was inadequate.
",exact,Possible
2011_003,006/14,On 26 February 2014 the Commission recommended that the Director of Civil Aviation continue to support the international work underway to improve the crash survivability of ELTs and to include GPS information in the data transmitted by such devices.,,"The New Zealand regulatory system has not provided sufficient mandatory requirements and guidance for instructors, pilots and operators of the Robinson type R22 and R44 helicopters to minimise the known risk of exceeding the helicopters' capabilities.
",exact,None
2011_003,006/14,On 26 February 2014 the Commission recommended that the Director of Civil Aviation continue to support the international work underway to improve the crash survivability of ELTs and to include GPS information in the data transmitted by such devices.,,"The format of the Robinson R22 helicopter flight manual and the terminology it uses do not draw appropriate attention to safety-critical instructions and conditions that could result in serious injury or death.
",exact,None
2011_003,006/14,On 26 February 2014 the Commission recommended that the Director of Civil Aviation continue to support the international work underway to improve the crash survivability of ELTs and to include GPS information in the data transmitted by such devices.,,"The rate of R22 in-flight break-up accidents in New Zealand has not been reduced by the New Zealand version of the FAA hazard mitigation measures intended to prevent such accidents.
",exact,None
2011_003,006/14,On 26 February 2014 the Commission recommended that the Director of Civil Aviation continue to support the international work underway to improve the crash survivability of ELTs and to include GPS information in the data transmitted by such devices.,,"The crashworthiness of the ELT, which was designed to alert and guide emergency services to a crash site, was inadequate.
",exact,Confirmed
