report_id,recommendation_id,recommendation,extra_recommendation_context,safety_issue,quality,link
2010_204,004/13,"The Commission recommends that the Director of Maritime New Zealand consult port and harbour authorities and the New Zealand Maritime Pilots Association to develop a formal system for port and harbour authority employees to report vessel defects and crew performance issues. The purpose of the system should be to make information immediately available to maritime employees who can use the information to improve the safety of pilotage operations at subsequent ports. The purpose of the system should not be to replace the mandatory reporting of accidents and incidents, but instead to disseminate that information in a timely fashion to prevent similar accidents and incidents in the immediate future.","The number of defects that are causing incidents and accidents in New Zealand pilotage waters is of concern. It is an indication that New Zealand port and harbour authorities cannot totally rely on the International Safety Management system to ensure that vessels transiting New Zealand ports are operated safely and efficiently. Minor technical defects and human performance issues are often lead indicators of deeper systemic safety issues on board a vessel. If the issues of mechanically unreliable vessels and substandard crew resource management on vessels operating into New Zealand ports are to be addressed, this will need to be done at a national level rather than individual ports dealing with the issues as they arise.

","The standard of crew resource management on board the Hanjin Bombay fell well short of international industry best practice.
",exact,Possible
2010_204,004/13,"The Commission recommends that the Director of Maritime New Zealand consult port and harbour authorities and the New Zealand Maritime Pilots Association to develop a formal system for port and harbour authority employees to report vessel defects and crew performance issues. The purpose of the system should be to make information immediately available to maritime employees who can use the information to improve the safety of pilotage operations at subsequent ports. The purpose of the system should not be to replace the mandatory reporting of accidents and incidents, but instead to disseminate that information in a timely fashion to prevent similar accidents and incidents in the immediate future.","The number of defects that are causing incidents and accidents in New Zealand pilotage waters is of concern. It is an indication that New Zealand port and harbour authorities cannot totally rely on the International Safety Management system to ensure that vessels transiting New Zealand ports are operated safely and efficiently. Minor technical defects and human performance issues are often lead indicators of deeper systemic safety issues on board a vessel. If the issues of mechanically unreliable vessels and substandard crew resource management on vessels operating into New Zealand ports are to be addressed, this will need to be done at a national level rather than individual ports dealing with the issues as they arise.

","A better standard of crew resource management could have prevented the grounding in spite of the main engine cooling-water problem.
",exact,Possible
2010_204,004/13,"The Commission recommends that the Director of Maritime New Zealand consult port and harbour authorities and the New Zealand Maritime Pilots Association to develop a formal system for port and harbour authority employees to report vessel defects and crew performance issues. The purpose of the system should be to make information immediately available to maritime employees who can use the information to improve the safety of pilotage operations at subsequent ports. The purpose of the system should not be to replace the mandatory reporting of accidents and incidents, but instead to disseminate that information in a timely fashion to prevent similar accidents and incidents in the immediate future.","The number of defects that are causing incidents and accidents in New Zealand pilotage waters is of concern. It is an indication that New Zealand port and harbour authorities cannot totally rely on the International Safety Management system to ensure that vessels transiting New Zealand ports are operated safely and efficiently. Minor technical defects and human performance issues are often lead indicators of deeper systemic safety issues on board a vessel. If the issues of mechanically unreliable vessels and substandard crew resource management on vessels operating into New Zealand ports are to be addressed, this will need to be done at a national level rather than individual ports dealing with the issues as they arise.

","Navigation practices (including crew resource management) are a critical shipboard function that any safety management system should closely monitor to ensure that best industry practice is achieved.
",exact,Possible
2010_204,004/13,"The Commission recommends that the Director of Maritime New Zealand consult port and harbour authorities and the New Zealand Maritime Pilots Association to develop a formal system for port and harbour authority employees to report vessel defects and crew performance issues. The purpose of the system should be to make information immediately available to maritime employees who can use the information to improve the safety of pilotage operations at subsequent ports. The purpose of the system should not be to replace the mandatory reporting of accidents and incidents, but instead to disseminate that information in a timely fashion to prevent similar accidents and incidents in the immediate future.","The number of defects that are causing incidents and accidents in New Zealand pilotage waters is of concern. It is an indication that New Zealand port and harbour authorities cannot totally rely on the International Safety Management system to ensure that vessels transiting New Zealand ports are operated safely and efficiently. Minor technical defects and human performance issues are often lead indicators of deeper systemic safety issues on board a vessel. If the issues of mechanically unreliable vessels and substandard crew resource management on vessels operating into New Zealand ports are to be addressed, this will need to be done at a national level rather than individual ports dealing with the issues as they arise.

","The safety management system for the Hanjin Bombay and its operating company did not succeed in ensuring that good crew resource management was a standard feature of on-board operations.
",exact,Possible
2010_204,004/13,"The Commission recommends that the Director of Maritime New Zealand consult port and harbour authorities and the New Zealand Maritime Pilots Association to develop a formal system for port and harbour authority employees to report vessel defects and crew performance issues. The purpose of the system should be to make information immediately available to maritime employees who can use the information to improve the safety of pilotage operations at subsequent ports. The purpose of the system should not be to replace the mandatory reporting of accidents and incidents, but instead to disseminate that information in a timely fashion to prevent similar accidents and incidents in the immediate future.","The number of defects that are causing incidents and accidents in New Zealand pilotage waters is of concern. It is an indication that New Zealand port and harbour authorities cannot totally rely on the International Safety Management system to ensure that vessels transiting New Zealand ports are operated safely and efficiently. Minor technical defects and human performance issues are often lead indicators of deeper systemic safety issues on board a vessel. If the issues of mechanically unreliable vessels and substandard crew resource management on vessels operating into New Zealand ports are to be addressed, this will need to be done at a national level rather than individual ports dealing with the issues as they arise.

","The master not using English, the official working language of the ship, when engaging with the chief engineer as the emergency unfolded was a serious breach of emergency management protocols that left the pilot and other bridge team members unaware of the issue they were dealing with. This breach contributed to the Hanjin Bombay grounding.
",exact,None
2010_204,004/13,"The Commission recommends that the Director of Maritime New Zealand consult port and harbour authorities and the New Zealand Maritime Pilots Association to develop a formal system for port and harbour authority employees to report vessel defects and crew performance issues. The purpose of the system should be to make information immediately available to maritime employees who can use the information to improve the safety of pilotage operations at subsequent ports. The purpose of the system should not be to replace the mandatory reporting of accidents and incidents, but instead to disseminate that information in a timely fashion to prevent similar accidents and incidents in the immediate future.","The number of defects that are causing incidents and accidents in New Zealand pilotage waters is of concern. It is an indication that New Zealand port and harbour authorities cannot totally rely on the International Safety Management system to ensure that vessels transiting New Zealand ports are operated safely and efficiently. Minor technical defects and human performance issues are often lead indicators of deeper systemic safety issues on board a vessel. If the issues of mechanically unreliable vessels and substandard crew resource management on vessels operating into New Zealand ports are to be addressed, this will need to be done at a national level rather than individual ports dealing with the issues as they arise.

","The grounding could have been prevented if the tugs had still been in attendance in a passive or active escort role.
",exact,None
2010_204,004/13,"The Commission recommends that the Director of Maritime New Zealand consult port and harbour authorities and the New Zealand Maritime Pilots Association to develop a formal system for port and harbour authority employees to report vessel defects and crew performance issues. The purpose of the system should be to make information immediately available to maritime employees who can use the information to improve the safety of pilotage operations at subsequent ports. The purpose of the system should not be to replace the mandatory reporting of accidents and incidents, but instead to disseminate that information in a timely fashion to prevent similar accidents and incidents in the immediate future.","The number of defects that are causing incidents and accidents in New Zealand pilotage waters is of concern. It is an indication that New Zealand port and harbour authorities cannot totally rely on the International Safety Management system to ensure that vessels transiting New Zealand ports are operated safely and efficiently. Minor technical defects and human performance issues are often lead indicators of deeper systemic safety issues on board a vessel. If the issues of mechanically unreliable vessels and substandard crew resource management on vessels operating into New Zealand ports are to be addressed, this will need to be done at a national level rather than individual ports dealing with the issues as they arise.

","Port of Tauranga Limited's risk assessment for its Ports and Harbours Safety Management System did not fully address the risk of departing vessels experiencing failure of propulsion and manoeuvring systems at critical locations in the entrance channel.
",exact,Possible
2010_204,004/13,"The Commission recommends that the Director of Maritime New Zealand consult port and harbour authorities and the New Zealand Maritime Pilots Association to develop a formal system for port and harbour authority employees to report vessel defects and crew performance issues. The purpose of the system should be to make information immediately available to maritime employees who can use the information to improve the safety of pilotage operations at subsequent ports. The purpose of the system should not be to replace the mandatory reporting of accidents and incidents, but instead to disseminate that information in a timely fashion to prevent similar accidents and incidents in the immediate future.","The number of defects that are causing incidents and accidents in New Zealand pilotage waters is of concern. It is an indication that New Zealand port and harbour authorities cannot totally rely on the International Safety Management system to ensure that vessels transiting New Zealand ports are operated safely and efficiently. Minor technical defects and human performance issues are often lead indicators of deeper systemic safety issues on board a vessel. If the issues of mechanically unreliable vessels and substandard crew resource management on vessels operating into New Zealand ports are to be addressed, this will need to be done at a national level rather than individual ports dealing with the issues as they arise.

","If the issues of mechanically unreliable vessels and substandard crew resource management on vessels operating in New Zealand ports are to be addressed, this will need to be done at a national level rather than individual ports dealing with the issues as they arise.
",exact,Confirmed
2010_204,005/13,"The Commission recommends that, once the Marine Legislation Bill has been enacted and the new Part 3A of the Maritime Transport Act is in force, the Director address this safety issue with all port authorities, including Port of Tauranga Limited, when approving and auditing Port and Harbour Safety Management Systems.","Vessels' machinery installations and their control systems are complex, and regardless of how well maintained they are there will always remain the possibility that some part fails for some reason. For a vessel like the Hanjin Bombay that has only one propulsion system, the risk of losing control of the vessel caused by a single-point failure is higher than that for other vessels that have greater levels of redundancy built in to their propulsion and power-management systems. These types of vessel rely heavily on tug services when operating in confined pilotage waters.
Port of Tauranga Limited's Port and Harbour Safety system policy on the level of tug service did not adequately manage the risk of single-point failures leading to the loss of control of a vessel. This is a safety issue that could also be relevant to other New Zealand ports.
The Maritime Transport Act 1994 currently restricts the Director's powers to audit port operators. However, the Commission notes that the Marine Legislation Bill currently before Parliament will introduce a new Part 3A to the Maritime Transport Act, which will provide clear authority for the Director to take action in relation to port operations.
","The standard of crew resource management on board the Hanjin Bombay fell well short of international industry best practice.
",exact,None
2010_204,005/13,"The Commission recommends that, once the Marine Legislation Bill has been enacted and the new Part 3A of the Maritime Transport Act is in force, the Director address this safety issue with all port authorities, including Port of Tauranga Limited, when approving and auditing Port and Harbour Safety Management Systems.","Vessels' machinery installations and their control systems are complex, and regardless of how well maintained they are there will always remain the possibility that some part fails for some reason. For a vessel like the Hanjin Bombay that has only one propulsion system, the risk of losing control of the vessel caused by a single-point failure is higher than that for other vessels that have greater levels of redundancy built in to their propulsion and power-management systems. These types of vessel rely heavily on tug services when operating in confined pilotage waters.
Port of Tauranga Limited's Port and Harbour Safety system policy on the level of tug service did not adequately manage the risk of single-point failures leading to the loss of control of a vessel. This is a safety issue that could also be relevant to other New Zealand ports.
The Maritime Transport Act 1994 currently restricts the Director's powers to audit port operators. However, the Commission notes that the Marine Legislation Bill currently before Parliament will introduce a new Part 3A to the Maritime Transport Act, which will provide clear authority for the Director to take action in relation to port operations.
","A better standard of crew resource management could have prevented the grounding in spite of the main engine cooling-water problem.
",exact,Possible
