report_id,recommendation_id,recommendation,extra_recommendation_context,safety_issue,quality,link
2011_102,014/13,"The Commission recommends that the Chief Executive of KiwiRail ensures that train control management has appropriate arrangements in place to:
- detect and manage stress and fatigue, including appropriate training and education; 
- remind train controllers about the importance of eating properly and regularly during their shifts; and
- 	provide train controllers with proper and regular rest breaks during their shifts.",,"A planned change to the train controller's workload was not assessed and managed in a way that recognised its higher-than-usual level of risk.
",exact,Possible
2011_102,014/13,"The Commission recommends that the Chief Executive of KiwiRail ensures that train control management has appropriate arrangements in place to:
- detect and manage stress and fatigue, including appropriate training and education; 
- remind train controllers about the importance of eating properly and regularly during their shifts; and
- 	provide train controllers with proper and regular rest breaks during their shifts.",,"Train control's workplace culture at the time of the incident did not encourage train controllers to ask for help.
",exact,Possible
2011_102,014/13,"The Commission recommends that the Chief Executive of KiwiRail ensures that train control management has appropriate arrangements in place to:
- detect and manage stress and fatigue, including appropriate training and education; 
- remind train controllers about the importance of eating properly and regularly during their shifts; and
- 	provide train controllers with proper and regular rest breaks during their shifts.",,"The train controller, who was performing a safety-critical function with a higher-than-usual level of risk, was able to become highly stressed and mentally fatigued during her shift without anyone being aware of, or anticipating, this.
",exact,Confirmed
2011_102,014/13,"The Commission recommends that the Chief Executive of KiwiRail ensures that train control management has appropriate arrangements in place to:
- detect and manage stress and fatigue, including appropriate training and education; 
- remind train controllers about the importance of eating properly and regularly during their shifts; and
- 	provide train controllers with proper and regular rest breaks during their shifts.",,"Minimal training and education about detecting and managing stress and fatigue was provided to the train controller (and other train controllers) before the incident, even though she was performing a safety-critical function.
",exact,Confirmed
2011_102,014/13,"The Commission recommends that the Chief Executive of KiwiRail ensures that train control management has appropriate arrangements in place to:
- detect and manage stress and fatigue, including appropriate training and education; 
- remind train controllers about the importance of eating properly and regularly during their shifts; and
- 	provide train controllers with proper and regular rest breaks during their shifts.",,"The train controller received insufficient support and supervision during her shift even though she was performing a safety-critical function with a higher-than-usual level of risk.
",exact,Confirmed
2011_102,014/13,"The Commission recommends that the Chief Executive of KiwiRail ensures that train control management has appropriate arrangements in place to:
- detect and manage stress and fatigue, including appropriate training and education; 
- remind train controllers about the importance of eating properly and regularly during their shifts; and
- 	provide train controllers with proper and regular rest breaks during their shifts.",,"Train control protocols required train controllers to work their shifts without any certainty of reasonable breaks.
",exact,Confirmed
2011_102,014/13,"The Commission recommends that the Chief Executive of KiwiRail ensures that train control management has appropriate arrangements in place to:
- detect and manage stress and fatigue, including appropriate training and education; 
- remind train controllers about the importance of eating properly and regularly during their shifts; and
- 	provide train controllers with proper and regular rest breaks during their shifts.",,"Poor planning and co-ordination of track infrastructure activities unnecessarily exacerbated the complexity of the train controller's work on the day of the incident. Train controllers are responsible for co-ordinating and managing high volumes of routine and unplanned track infrastructure activities. This increases the complexity of their role. In these situations, mistakes can occur.
",exact,Possible
2011_102,014/13,"The Commission recommends that the Chief Executive of KiwiRail ensures that train control management has appropriate arrangements in place to:
- detect and manage stress and fatigue, including appropriate training and education; 
- remind train controllers about the importance of eating properly and regularly during their shifts; and
- 	provide train controllers with proper and regular rest breaks during their shifts.",,"A large number of rail movements and track activities are not electronically visible to train control at any given time.
",exact,None
2011_102,017/13,The Commission recommends that the Chief Executive of the NZ Transport Agency takes all appropriate steps to ensure that KiwiRail addresses the above recommendations.,,"A planned change to the train controller's workload was not assessed and managed in a way that recognised its higher-than-usual level of risk.
",exact,Confirmed
2011_102,017/13,The Commission recommends that the Chief Executive of the NZ Transport Agency takes all appropriate steps to ensure that KiwiRail addresses the above recommendations.,,"Train control's workplace culture at the time of the incident did not encourage train controllers to ask for help.
",exact,Possible
