report_id,recommendation_id,recommendation,extra_recommendation_context,safety_issue,quality,link
2016_204,030/17,"On 25 October 2017 the Commission recommended that the Director of Maritime New Zealand, encourage responsible harbour authorities to produce their passage plans in a format that will in future be capable of being directly uploaded into a vesselâ€™s ECDIS.",,"The vessel's bridge team and the pilot did not have a shared understanding of a common passage plan before the pilotage began. Consequently, the pilot and the vessel's bridge team had different understandings of the planned track to be followed and their respective roles in monitoring against the plan.
",exact,Possible
2016_204,030/17,"On 25 October 2017 the Commission recommended that the Director of Maritime New Zealand, encourage responsible harbour authorities to produce their passage plans in a format that will in future be capable of being directly uploaded into a vesselâ€™s ECDIS.",,"The IMO has set standards for passage planning that vessels must adhere to, but there is no corresponding requirement for the passage plans that port authorities create and use to meet those same standards.
",exact,Confirmed
2016_204,030/17,"On 25 October 2017 the Commission recommended that the Director of Maritime New Zealand, encourage responsible harbour authorities to produce their passage plans in a format that will in future be capable of being directly uploaded into a vesselâ€™s ECDIS.",,"The crew were not using the ECDIS in the correct configuration required by the IMO and company standards when the grounding occurred.
",exact,Possible
2016_204,030/17,"On 25 October 2017 the Commission recommended that the Director of Maritime New Zealand, encourage responsible harbour authorities to produce their passage plans in a format that will in future be capable of being directly uploaded into a vesselâ€™s ECDIS.",,"The standard of BRM on board the Molly Manx during the Otago pilotage did not meet good industry practice.
",exact,Possible
2016_204,031/17,"On 25 October 2017 the Commission recommended that the Director of Maritime New Zealand, provide a common official website where responsible harbour authorities can make their passage plans available for download by shipping companies and vessel masters to access prior to planning their voyages.",,"The vessel's bridge team and the pilot did not have a shared understanding of a common passage plan before the pilotage began. Consequently, the pilot and the vessel's bridge team had different understandings of the planned track to be followed and their respective roles in monitoring against the plan.
",exact,Confirmed
2016_204,031/17,"On 25 October 2017 the Commission recommended that the Director of Maritime New Zealand, provide a common official website where responsible harbour authorities can make their passage plans available for download by shipping companies and vessel masters to access prior to planning their voyages.",,"The IMO has set standards for passage planning that vessels must adhere to, but there is no corresponding requirement for the passage plans that port authorities create and use to meet those same standards.
",exact,Possible
2016_204,031/17,"On 25 October 2017 the Commission recommended that the Director of Maritime New Zealand, provide a common official website where responsible harbour authorities can make their passage plans available for download by shipping companies and vessel masters to access prior to planning their voyages.",,"The crew were not using the ECDIS in the correct configuration required by the IMO and company standards when the grounding occurred.
",exact,None
2016_204,031/17,"On 25 October 2017 the Commission recommended that the Director of Maritime New Zealand, provide a common official website where responsible harbour authorities can make their passage plans available for download by shipping companies and vessel masters to access prior to planning their voyages.",,"The standard of BRM on board the Molly Manx during the Otago pilotage did not meet good industry practice.
",exact,Possible
2016_204,029/17,"On 25 October 2017 the Commission recommended that the Director of Maritime New Zealand, use the Port and Harbour Marine Safety Code and its associated governance arrangements, or any other appropriate mechanism, to ensure that port authorities produce and publish passage plans for their respective pilotage districts that meet the port-specific requirements and guidelines contained in, Chapter V, Safety of Navigation, of the Annex to the International Convention for the Safety of Life at Sea and Resolution A.893(21) Guidelines for Voyage Planning.",,"The vessel's bridge team and the pilot did not have a shared understanding of a common passage plan before the pilotage began. Consequently, the pilot and the vessel's bridge team had different understandings of the planned track to be followed and their respective roles in monitoring against the plan.
",exact,Confirmed
2016_204,029/17,"On 25 October 2017 the Commission recommended that the Director of Maritime New Zealand, use the Port and Harbour Marine Safety Code and its associated governance arrangements, or any other appropriate mechanism, to ensure that port authorities produce and publish passage plans for their respective pilotage districts that meet the port-specific requirements and guidelines contained in, Chapter V, Safety of Navigation, of the Annex to the International Convention for the Safety of Life at Sea and Resolution A.893(21) Guidelines for Voyage Planning.",,"The IMO has set standards for passage planning that vessels must adhere to, but there is no corresponding requirement for the passage plans that port authorities create and use to meet those same standards.
",exact,Confirmed
2016_204,029/17,"On 25 October 2017 the Commission recommended that the Director of Maritime New Zealand, use the Port and Harbour Marine Safety Code and its associated governance arrangements, or any other appropriate mechanism, to ensure that port authorities produce and publish passage plans for their respective pilotage districts that meet the port-specific requirements and guidelines contained in, Chapter V, Safety of Navigation, of the Annex to the International Convention for the Safety of Life at Sea and Resolution A.893(21) Guidelines for Voyage Planning.",,"The crew were not using the ECDIS in the correct configuration required by the IMO and company standards when the grounding occurred.
",exact,None
2016_204,029/17,"On 25 October 2017 the Commission recommended that the Director of Maritime New Zealand, use the Port and Harbour Marine Safety Code and its associated governance arrangements, or any other appropriate mechanism, to ensure that port authorities produce and publish passage plans for their respective pilotage districts that meet the port-specific requirements and guidelines contained in, Chapter V, Safety of Navigation, of the Annex to the International Convention for the Safety of Life at Sea and Resolution A.893(21) Guidelines for Voyage Planning.",,"The standard of BRM on board the Molly Manx during the Otago pilotage did not meet good industry practice.
",exact,Possible
