report_id,recommendation_id,recommendation,extra_recommendation_context,safety_issue,quality,link
2010_007,015/12,Ensures that operational material published by document holders and approved by the Director is accurate and consistent across all users and complies with the prescribed relevant standards.,,"The inability of air traffic controllers and pilots of aircraft taking off to observe the meteorological conditions behind Deer Park Hill, an area in which pilots must be able to maintain visual contact with terrain, is a safety issue that needs to be resolved.
",exact,None
2010_007,015/12,Ensures that operational material published by document holders and approved by the Director is accurate and consistent across all users and complies with the prescribed relevant standards.,,"Pilots, particularly those of jet aeroplanes, making non-precision approaches to Queenstown Aerodrome cannot fully meet the PANS-OPS requirements for such approaches because the runway cannot be kept in sight at all times when circling below the minimum descent altitude.
",exact,Possible
2010_007,015/12,Ensures that operational material published by document holders and approved by the Director is accurate and consistent across all users and complies with the prescribed relevant standards.,,"The incomplete and inaccurate AIP reference to Civil Aviation Rule 91.413(e) was likely a factor in the routine non-compliance with the Rule by pilots making non-precision approaches to Queenstown Aerodrome.
",exact,Possible
2010_007,015/12,Ensures that operational material published by document holders and approved by the Director is accurate and consistent across all users and complies with the prescribed relevant standards.,,"The procedure for circling below the minimum descent altitude after an instrument approach to Queenstown Aerodrome needs to be clarified to ensure pilots and controllers are in no doubt as to their respective actions to achieve separation from other traffic.
",exact,Possible
2010_007,015/12,Ensures that operational material published by document holders and approved by the Director is accurate and consistent across all users and complies with the prescribed relevant standards.,,"The minimum required separation between the 2 IFR aeroplanes was not assured because the approach clearance issued to Qantas did not allow for a potential communications failure and it was based on the controllers' shared assumption that Pacific Blue would, without further instruction, remain in the visual circuit in the event of not landing.
",exact,None
2010_007,015/12,Ensures that operational material published by document holders and approved by the Director is accurate and consistent across all users and complies with the prescribed relevant standards.,,"Had the Pacific Blue pilots turned back towards the aerodrome while climbing to the missed approach altitude of 8500 ft, which was possible under PANS-OPS, a more hazardous scenario might have ensued, because Qantas had already been cleared to descend through the same area.
",exact,Possible
2010_007,015/12,Ensures that operational material published by document holders and approved by the Director is accurate and consistent across all users and complies with the prescribed relevant standards.,,"Airways had not clearly explained to operators that it expected large aircraft that did not land at Queenstown after circling to enter the visual aerodrome circuit.
",exact,Possible
2010_007,015/12,Ensures that operational material published by document holders and approved by the Director is accurate and consistent across all users and complies with the prescribed relevant standards.,,"The visual circuit procedure put in place by Airways for large aircraft at Queenstown should have had the approval of the Director because it was intended as a permanent change that introduced or varied right-hand circuits.
",exact,Possible
2010_007,015/12,Ensures that operational material published by document holders and approved by the Director is accurate and consistent across all users and complies with the prescribed relevant standards.,,"Had the controllers realised that the low cloud around the aerodrome made the visual circuit unsuitable for a jet aeroplane, they could have protected the missed approach for Pacific Blue by a more positive means, such as not clearing Qantas for its approach until Pacific Blue had landed.
",exact,None
2010_007,015/12,Ensures that operational material published by document holders and approved by the Director is accurate and consistent across all users and complies with the prescribed relevant standards.,,"The controllers and the pilots of the Pacific Blue aeroplane did not share the same understanding of how the published missed approach would be protected while Pacific Blue was circling. The different texts in the AIP and the Manual of Air Traffic Services at that time contributed to that misunderstanding.
",exact,Confirmed
2010_007,015/12,Ensures that operational material published by document holders and approved by the Director is accurate and consistent across all users and complies with the prescribed relevant standards.,,"Pilots who are not approved for or not familiar with RNAV procedures may not understand radioed position reports that refer to RNAV waypoints. The communication gap that this potentially creates is a safety issue.
",exact,Possible
2010_007,015/12,Ensures that operational material published by document holders and approved by the Director is accurate and consistent across all users and complies with the prescribed relevant standards.,,"Although not a factor in this incident, the use of similar titles for different RNAV approach procedures to the same runway is a hazard that could result in an aircraft flying the wrong approach.
",exact,Possible
2010_007,015/12,Ensures that operational material published by document holders and approved by the Director is accurate and consistent across all users and complies with the prescribed relevant standards.,,"It is likely that the level of risk with flight operations at Queenstown Aerodrome has increased because of changes in the variety and intensity of operations.
",exact,Possible
2010_007,015/12,Ensures that operational material published by document holders and approved by the Director is accurate and consistent across all users and complies with the prescribed relevant standards.,,"There is no effective means of ensuring that the common operational information and procedures published by certificated organisations for their internal use are accurate and consistent. That deficiency inevitably results in differences that lead to misunderstandings between operational staff, which can compromise the safety of operations.
",exact,Confirmed
2010_007,014/12,Requires non-precision approaches at Queenstown to be re-evaluated to determine whether any rule exemptions or procedural requirements are necessary to enable safe circling manoeuvres.,,"The inability of air traffic controllers and pilots of aircraft taking off to observe the meteorological conditions behind Deer Park Hill, an area in which pilots must be able to maintain visual contact with terrain, is a safety issue that needs to be resolved.
",exact,Possible
2010_007,014/12,Requires non-precision approaches at Queenstown to be re-evaluated to determine whether any rule exemptions or procedural requirements are necessary to enable safe circling manoeuvres.,,"Pilots, particularly those of jet aeroplanes, making non-precision approaches to Queenstown Aerodrome cannot fully meet the PANS-OPS requirements for such approaches because the runway cannot be kept in sight at all times when circling below the minimum descent altitude.
",exact,Confirmed
2010_007,014/12,Requires non-precision approaches at Queenstown to be re-evaluated to determine whether any rule exemptions or procedural requirements are necessary to enable safe circling manoeuvres.,,"The incomplete and inaccurate AIP reference to Civil Aviation Rule 91.413(e) was likely a factor in the routine non-compliance with the Rule by pilots making non-precision approaches to Queenstown Aerodrome.
",exact,Possible
2010_007,014/12,Requires non-precision approaches at Queenstown to be re-evaluated to determine whether any rule exemptions or procedural requirements are necessary to enable safe circling manoeuvres.,,"The procedure for circling below the minimum descent altitude after an instrument approach to Queenstown Aerodrome needs to be clarified to ensure pilots and controllers are in no doubt as to their respective actions to achieve separation from other traffic.
",exact,Confirmed
