report_id,recommendation_id,recommendation,extra_recommendation_context,safety_issue,quality,link
2015_102,001/17,"The Commission recommends that the Chief Executive of the NZ Transport Agency ensure that in their safety cases the access provider of, and operators using, the National Rail System consider fire in rail vehicles as a risk to the safety of their operations, and must demonstrate that they have mitigated that risk as far as reasonably practicable",,"the high-voltage cable assembly had been in service for less than 12 months, but the records available did not show if it was new or repurposed, or detail the results of any test(s) performed on the cable assembly to ensure that it was in serviceable condition.
",exact,None
2015_102,001/17,"The Commission recommends that the Chief Executive of the NZ Transport Agency ensure that in their safety cases the access provider of, and operators using, the National Rail System consider fire in rail vehicles as a risk to the safety of their operations, and must demonstrate that they have mitigated that risk as far as reasonably practicable",,"the operating procedures and training given to train crews to respond effectively in the event of a fire on a train were inconsistent across New Zealand's main rail operators.
",exact,Confirmed
2015_102,001/17,"The Commission recommends that the Chief Executive of the NZ Transport Agency ensure that in their safety cases the access provider of, and operators using, the National Rail System consider fire in rail vehicles as a risk to the safety of their operations, and must demonstrate that they have mitigated that risk as far as reasonably practicable",,"the New Zealand Rail Regulatory System has no minimum standards for fire detection or suppression systems on freight locomotives and passenger trains on the New Zealand rail network.
",exact,Confirmed
2015_102,002/17,"The Commission recommends that the Chief Executive of the NZ Transport Agency, when conducting safety assessments of each rail licence holder, ensure that they have identified and assessed the risk of fire in a rail vehicle. The Chief Executive should ensure that they have, as far as reasonably practicable, minimised the risk and have measures in place to deal with the outbreak of, and reactions to, fire events.",,"the high-voltage cable assembly had been in service for less than 12 months, but the records available did not show if it was new or repurposed, or detail the results of any test(s) performed on the cable assembly to ensure that it was in serviceable condition.
",exact,Possible
2015_102,002/17,"The Commission recommends that the Chief Executive of the NZ Transport Agency, when conducting safety assessments of each rail licence holder, ensure that they have identified and assessed the risk of fire in a rail vehicle. The Chief Executive should ensure that they have, as far as reasonably practicable, minimised the risk and have measures in place to deal with the outbreak of, and reactions to, fire events.",,"the operating procedures and training given to train crews to respond effectively in the event of a fire on a train were inconsistent across New Zealand's main rail operators.
",exact,Confirmed
2015_102,002/17,"The Commission recommends that the Chief Executive of the NZ Transport Agency, when conducting safety assessments of each rail licence holder, ensure that they have identified and assessed the risk of fire in a rail vehicle. The Chief Executive should ensure that they have, as far as reasonably practicable, minimised the risk and have measures in place to deal with the outbreak of, and reactions to, fire events.",,"the New Zealand Rail Regulatory System has no minimum standards for fire detection or suppression systems on freight locomotives and passenger trains on the New Zealand rail network.
",exact,Confirmed
2015_102,003/17,"The Commission recommends that the Chief Executive of the NZ Transport Agency, when conducting safety assessments of each rail licence holder operating on the National Rail System, ensure that systems are in place that record in detail the maintenance history of safety-critical rail vehicle parts and that any tests on replacement parts are appropriate to simulate in-service conditions.",,"the high-voltage cable assembly had been in service for less than 12 months, but the records available did not show if it was new or repurposed, or detail the results of any test(s) performed on the cable assembly to ensure that it was in serviceable condition.
",exact,Confirmed
2015_102,003/17,"The Commission recommends that the Chief Executive of the NZ Transport Agency, when conducting safety assessments of each rail licence holder operating on the National Rail System, ensure that systems are in place that record in detail the maintenance history of safety-critical rail vehicle parts and that any tests on replacement parts are appropriate to simulate in-service conditions.",,"the operating procedures and training given to train crews to respond effectively in the event of a fire on a train were inconsistent across New Zealand's main rail operators.
",exact,None
2015_102,003/17,"The Commission recommends that the Chief Executive of the NZ Transport Agency, when conducting safety assessments of each rail licence holder operating on the National Rail System, ensure that systems are in place that record in detail the maintenance history of safety-critical rail vehicle parts and that any tests on replacement parts are appropriate to simulate in-service conditions.",,"the New Zealand Rail Regulatory System has no minimum standards for fire detection or suppression systems on freight locomotives and passenger trains on the New Zealand rail network.
",exact,None
2015_102,004/17,"The Commission recommends that the National Rail Safety System Executive adopt or develop a New Zealand Fire Standard that incorporates, but is not limited to:
- minimising sources of fire ignition
- restricting fire propagation
- the use of fire-resistant materials
- the provision of appropriate firefighting equipment
- ventilation systems to protect crew and passengers from harmful smoke and gases
- the installation of fixed fire protection systems
- the ability to self-rescue or relocate the train in the event of a fire in a tunnel or similar hazardous location.",,"the high-voltage cable assembly had been in service for less than 12 months, but the records available did not show if it was new or repurposed, or detail the results of any test(s) performed on the cable assembly to ensure that it was in serviceable condition.
",exact,None
2015_102,004/17,"The Commission recommends that the National Rail Safety System Executive adopt or develop a New Zealand Fire Standard that incorporates, but is not limited to:
- minimising sources of fire ignition
- restricting fire propagation
- the use of fire-resistant materials
- the provision of appropriate firefighting equipment
- ventilation systems to protect crew and passengers from harmful smoke and gases
- the installation of fixed fire protection systems
- the ability to self-rescue or relocate the train in the event of a fire in a tunnel or similar hazardous location.",,"the operating procedures and training given to train crews to respond effectively in the event of a fire on a train were inconsistent across New Zealand's main rail operators.
",exact,Confirmed
2015_102,004/17,"The Commission recommends that the National Rail Safety System Executive adopt or develop a New Zealand Fire Standard that incorporates, but is not limited to:
- minimising sources of fire ignition
- restricting fire propagation
- the use of fire-resistant materials
- the provision of appropriate firefighting equipment
- ventilation systems to protect crew and passengers from harmful smoke and gases
- the installation of fixed fire protection systems
- the ability to self-rescue or relocate the train in the event of a fire in a tunnel or similar hazardous location.",,"the New Zealand Rail Regulatory System has no minimum standards for fire detection or suppression systems on freight locomotives and passenger trains on the New Zealand rail network.
",exact,Confirmed
