report_id,recommendation_id,recommendation,extra_recommendation_context,safety_issue,quality,link
2015_203,016/17,"On 27 April 2017 the Commission recommended that the Director of Maritime New Zealand draw surveyors' and vessel ownersâ€™ attention to the benefits of installing safety mechanisms designed to alert crew to any abnormal rises in water levels in compartments, particularly those compartments that compromise the reserve buoyancy or stability of fishing vessels.",,"The fish hatch was susceptible to being left fully or partially open because it was hydraulically closed from the wheelhouse and could not be latched closed.
",exact,Possible
2015_203,016/17,"On 27 April 2017 the Commission recommended that the Director of Maritime New Zealand draw surveyors' and vessel ownersâ€™ attention to the benefits of installing safety mechanisms designed to alert crew to any abnormal rises in water levels in compartments, particularly those compartments that compromise the reserve buoyancy or stability of fishing vessels.",,"The bilge pumping system on the Jubilee was not fitted with any means of automatically alerting the crew when the water in the fish hold reached an abnormal level. If the crew had been alerted to the level of water in the fish hold, it is as likely as not that the sinking would have been prevented.
",exact,Confirmed
2015_203,016/17,"On 27 April 2017 the Commission recommended that the Director of Maritime New Zealand draw surveyors' and vessel ownersâ€™ attention to the benefits of installing safety mechanisms designed to alert crew to any abnormal rises in water levels in compartments, particularly those compartments that compromise the reserve buoyancy or stability of fishing vessels.",,"The absence of a visual indicator in the wheelhouse that would have alerted the crew when the bilge pump was running meant that the bilge pumping system was non-compliant with Maritime Rules. There was no other means fitted to the fish hold bilge system to alert the crew to excess water in the fish hold.
",exact,Confirmed
2015_203,016/17,"On 27 April 2017 the Commission recommended that the Director of Maritime New Zealand draw surveyors' and vessel ownersâ€™ attention to the benefits of installing safety mechanisms designed to alert crew to any abnormal rises in water levels in compartments, particularly those compartments that compromise the reserve buoyancy or stability of fishing vessels.",,"The means of escape from the Jubilee's wheelhouse in the event of an emergency afforded the crew too few options for escaping in the event of capsize or sinking.
",exact,Possible
2015_203,016/17,"On 27 April 2017 the Commission recommended that the Director of Maritime New Zealand draw surveyors' and vessel ownersâ€™ attention to the benefits of installing safety mechanisms designed to alert crew to any abnormal rises in water levels in compartments, particularly those compartments that compromise the reserve buoyancy or stability of fishing vessels.",,"The means of escape from the Jubilee's wheelhouse and accommodation space may not have met the intent of the Maritime Rules for providing escape for crew in the event of fire.
",exact,None
2015_203,016/17,"On 27 April 2017 the Commission recommended that the Director of Maritime New Zealand draw surveyors' and vessel ownersâ€™ attention to the benefits of installing safety mechanisms designed to alert crew to any abnormal rises in water levels in compartments, particularly those compartments that compromise the reserve buoyancy or stability of fishing vessels.",,"There is a lack of advice and guidance in the Maritime Rules on what is an acceptable standard for surveyors to approve when the Maritime Rules defer to the surveyors' discretion.
",exact,None
2015_203,014/17,On 27 April 2017 the Commission recommended that the Director of Maritime New Zealand work with surveyors and designers of fishing vessels to ensure that fishing vessels have effective means of escape from all compartments for all reasonably foreseeable emergency situations.,,"The fish hatch was susceptible to being left fully or partially open because it was hydraulically closed from the wheelhouse and could not be latched closed.
",exact,None
2015_203,014/17,On 27 April 2017 the Commission recommended that the Director of Maritime New Zealand work with surveyors and designers of fishing vessels to ensure that fishing vessels have effective means of escape from all compartments for all reasonably foreseeable emergency situations.,,"The bilge pumping system on the Jubilee was not fitted with any means of automatically alerting the crew when the water in the fish hold reached an abnormal level. If the crew had been alerted to the level of water in the fish hold, it is as likely as not that the sinking would have been prevented.
",exact,None
2015_203,014/17,On 27 April 2017 the Commission recommended that the Director of Maritime New Zealand work with surveyors and designers of fishing vessels to ensure that fishing vessels have effective means of escape from all compartments for all reasonably foreseeable emergency situations.,,"The absence of a visual indicator in the wheelhouse that would have alerted the crew when the bilge pump was running meant that the bilge pumping system was non-compliant with Maritime Rules. There was no other means fitted to the fish hold bilge system to alert the crew to excess water in the fish hold.
",exact,None
2015_203,014/17,On 27 April 2017 the Commission recommended that the Director of Maritime New Zealand work with surveyors and designers of fishing vessels to ensure that fishing vessels have effective means of escape from all compartments for all reasonably foreseeable emergency situations.,,"The means of escape from the Jubilee's wheelhouse in the event of an emergency afforded the crew too few options for escaping in the event of capsize or sinking.
",exact,Confirmed
2015_203,014/17,On 27 April 2017 the Commission recommended that the Director of Maritime New Zealand work with surveyors and designers of fishing vessels to ensure that fishing vessels have effective means of escape from all compartments for all reasonably foreseeable emergency situations.,,"The means of escape from the Jubilee's wheelhouse and accommodation space may not have met the intent of the Maritime Rules for providing escape for crew in the event of fire.
",exact,Confirmed
2015_203,014/17,On 27 April 2017 the Commission recommended that the Director of Maritime New Zealand work with surveyors and designers of fishing vessels to ensure that fishing vessels have effective means of escape from all compartments for all reasonably foreseeable emergency situations.,,"There is a lack of advice and guidance in the Maritime Rules on what is an acceptable standard for surveyors to approve when the Maritime Rules defer to the surveyors' discretion.
",exact,Possible
