report_id,recommendation_id,recommendation,extra_recommendation_context,safety_issue,quality,link
2014_006,008/17,"On 23 February 2017 the Commission:
- gave notice to the Director of Civil Aviation that recommendation 007/17 had been made to the Administrator of the FAA, which recommended the FAA extend the limitations and requirements of FAA AD 95-26-04 to the R44 and R66, and to all Robinson pilots regardless of their experience levels
- recommended to the Director of Civil Aviation that until such time as recommendation 007/17 is actioned by the FAA, he extend the limitations and requirements of FAA AD 95-26-04 to R44 and R66 helicopters in New Zealand, and to all pilots of Robinson helicopters in New Zealand regardless of their experience.",,"A mast-bump occurred, which led to rotor divergence and the in-flight break-up.
",exact,Confirmed
2014_006,008/17,"On 23 February 2017 the Commission:
- gave notice to the Director of Civil Aviation that recommendation 007/17 had been made to the Administrator of the FAA, which recommended the FAA extend the limitations and requirements of FAA AD 95-26-04 to the R44 and R66, and to all Robinson pilots regardless of their experience levels
- recommended to the Director of Civil Aviation that until such time as recommendation 007/17 is actioned by the FAA, he extend the limitations and requirements of FAA AD 95-26-04 to R44 and R66 helicopters in New Zealand, and to all pilots of Robinson helicopters in New Zealand regardless of their experience.",,"The in-flight break-up was very unlikely to have been caused by low main rotor RPM (revolutions per minute).
",exact,None
2014_006,008/17,"On 23 February 2017 the Commission:
- gave notice to the Director of Civil Aviation that recommendation 007/17 had been made to the Administrator of the FAA, which recommended the FAA extend the limitations and requirements of FAA AD 95-26-04 to the R44 and R66, and to all Robinson pilots regardless of their experience levels
- recommended to the Director of Civil Aviation that until such time as recommendation 007/17 is actioned by the FAA, he extend the limitations and requirements of FAA AD 95-26-04 to R44 and R66 helicopters in New Zealand, and to all pilots of Robinson helicopters in New Zealand regardless of their experience.",,"An abrupt, inappropriate or inadvertent cyclic control input by the pilot could not be ruled out as having contributed to the in-flight break-up.
",exact,Confirmed
2014_006,008/17,"On 23 February 2017 the Commission:
- gave notice to the Director of Civil Aviation that recommendation 007/17 had been made to the Administrator of the FAA, which recommended the FAA extend the limitations and requirements of FAA AD 95-26-04 to the R44 and R66, and to all Robinson pilots regardless of their experience levels
- recommended to the Director of Civil Aviation that until such time as recommendation 007/17 is actioned by the FAA, he extend the limitations and requirements of FAA AD 95-26-04 to R44 and R66 helicopters in New Zealand, and to all pilots of Robinson helicopters in New Zealand regardless of their experience.",,"The actual wind and turbulence at the time of the accident were very likely to have been the same as, or stronger than, the forecast conditions.
",exact,None
2014_006,008/17,"On 23 February 2017 the Commission:
- gave notice to the Director of Civil Aviation that recommendation 007/17 had been made to the Administrator of the FAA, which recommended the FAA extend the limitations and requirements of FAA AD 95-26-04 to the R44 and R66, and to all Robinson pilots regardless of their experience levels
- recommended to the Director of Civil Aviation that until such time as recommendation 007/17 is actioned by the FAA, he extend the limitations and requirements of FAA AD 95-26-04 to R44 and R66 helicopters in New Zealand, and to all pilots of Robinson helicopters in New Zealand regardless of their experience.",,"The helicopter very likely encountered moderate to severe turbulence and an associated severe downdraught in the lee of Mt Arthur, which likely created a prolonged low-G condition.
",exact,None
2014_006,008/17,"On 23 February 2017 the Commission:
- gave notice to the Director of Civil Aviation that recommendation 007/17 had been made to the Administrator of the FAA, which recommended the FAA extend the limitations and requirements of FAA AD 95-26-04 to the R44 and R66, and to all Robinson pilots regardless of their experience levels
- recommended to the Director of Civil Aviation that until such time as recommendation 007/17 is actioned by the FAA, he extend the limitations and requirements of FAA AD 95-26-04 to R44 and R66 helicopters in New Zealand, and to all pilots of Robinson helicopters in New Zealand regardless of their experience.",,"Had a previous limitation on maximum wind speeds for inexperienced R44 pilots remained in place, as per that for R22 pilots, the pilot would have been prohibited from flying at the time of the accident due to the forecast strong winds and turbulence.
",exact,Confirmed
2014_006,008/17,"On 23 February 2017 the Commission:
- gave notice to the Director of Civil Aviation that recommendation 007/17 had been made to the Administrator of the FAA, which recommended the FAA extend the limitations and requirements of FAA AD 95-26-04 to the R44 and R66, and to all Robinson pilots regardless of their experience levels
- recommended to the Director of Civil Aviation that until such time as recommendation 007/17 is actioned by the FAA, he extend the limitations and requirements of FAA AD 95-26-04 to R44 and R66 helicopters in New Zealand, and to all pilots of Robinson helicopters in New Zealand regardless of their experience.",,"All three Robinson helicopter models are susceptible to low-G mast-bumping, and any preventive measures should apply to all of them.
",exact,Confirmed
2014_006,008/17,"On 23 February 2017 the Commission:
- gave notice to the Director of Civil Aviation that recommendation 007/17 had been made to the Administrator of the FAA, which recommended the FAA extend the limitations and requirements of FAA AD 95-26-04 to the R44 and R66, and to all Robinson pilots regardless of their experience levels
- recommended to the Director of Civil Aviation that until such time as recommendation 007/17 is actioned by the FAA, he extend the limitations and requirements of FAA AD 95-26-04 to R44 and R66 helicopters in New Zealand, and to all pilots of Robinson helicopters in New Zealand regardless of their experience.",,"Due to their unique main rotor design, during a sudden and prolonged low-G condition Robinson helicopters can roll rapidly to the right and likely break up before a pilot can recover.
",exact,Confirmed
2014_006,008/17,"On 23 February 2017 the Commission:
- gave notice to the Director of Civil Aviation that recommendation 007/17 had been made to the Administrator of the FAA, which recommended the FAA extend the limitations and requirements of FAA AD 95-26-04 to the R44 and R66, and to all Robinson pilots regardless of their experience levels
- recommended to the Director of Civil Aviation that until such time as recommendation 007/17 is actioned by the FAA, he extend the limitations and requirements of FAA AD 95-26-04 to R44 and R66 helicopters in New Zealand, and to all pilots of Robinson helicopters in New Zealand regardless of their experience.",,"A pilot's instinctive reaction to an unexpected right roll, or the unintentional movement of a pilot's limbs or upper body during severe turbulence or low-G, could lead to mast-bumping.
",exact,Confirmed
2014_006,008/17,"On 23 February 2017 the Commission:
- gave notice to the Director of Civil Aviation that recommendation 007/17 had been made to the Administrator of the FAA, which recommended the FAA extend the limitations and requirements of FAA AD 95-26-04 to the R44 and R66, and to all Robinson pilots regardless of their experience levels
- recommended to the Director of Civil Aviation that until such time as recommendation 007/17 is actioned by the FAA, he extend the limitations and requirements of FAA AD 95-26-04 to R44 and R66 helicopters in New Zealand, and to all pilots of Robinson helicopters in New Zealand regardless of their experience.",,"Although not an intuitive reaction to a sudden right roll, the aft cyclic technique is the only approved recovery technique, and should be used as soon as low-G is felt to 'reload' the main rotor disc and help reduce any right roll.
",exact,None
